수집시각,순위,제목,저자,출판사,링크,이미지URL,이전순위,순위변동
2026-09-19 12:31,55,임신 출산 육아 대백과(2026-2027),삼성출판사 편집부,삼성출판사,https://product.kyobobook.co.kr/detail/S000220700678,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788915008601.jpg,57,↑2
2026-09-19 12:31,56,빵충 사육 준수 사항,김혜영,안전가옥,https://product.kyobobook.co.kr/detail/S000220587963,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194891178.jpg,58,↑2
2026-09-19 12:31,57,오디세이아(고대 그리스어 완역본),호메로스,현대지성,https://product.kyobobook.co.kr/detail/S000216292200,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791139721973.jpg,50,↓7
2026-09-19 12:31,58,마케팅 설계자,러셀 브런슨,윌북,https://product.kyobobook.co.kr/detail/S000200472901,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791155815656.jpg,42,↓16
2026-09-19 12:31,59,면도날,서머싯 몸,민음사,https://product.kyobobook.co.kr/detail/S000000620351,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937462146.jpg,53,↓6
2026-09-19 12:31,60,브람스를 좋아하세요,프랑수아즈 사강,민음사,https://product.kyobobook.co.kr/detail/S000000620316,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937461798.jpg,43,↓17
2026-09-19 12:31,61,무진기행,김승옥,민음사,https://product.kyobobook.co.kr/detail/S000000620286,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937461491.jpg,32,↓29
2026-09-19 12:31,62,멜로우 TV 팀 나빠 추리 탐정단 1,멜로우TV,주니어김영사,https://product.kyobobook.co.kr/detail/S000221248175,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791173327889.jpg,83,↑21
2026-09-19 12:31,63,군주론 : 쇼츠 에디션,니콜로 마키아벨리,어센딩,https://product.kyobobook.co.kr/detail/S000221255753,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791199841109.jpg,45,↓18
2026-09-19 12:31,64,사고의 품격,투리 문테,21세기북스,https://product.kyobobook.co.kr/detail/S000221231084,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791176612821.jpg,55,↓9
2026-09-19 12:31,65,이효석의 21세기 투자법,이효석,상상스퀘어,https://product.kyobobook.co.kr/detail/S000220996224,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791124248607.jpg,47,↓18
2026-09-19 12:31,66,독서의 기술,고명환,라곰,https://product.kyobobook.co.kr/detail/S000220340900,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193939666.jpg,74,↑8
2026-09-19 12:31,67,압록강은 흐른다,이미륵,민음사,https://product.kyobobook.co.kr/detail/S000220240819,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937465000.jpg,75,↑8
2026-09-19 12:31,68,원소 원정대,아게도리도리,윌북주니어,https://product.kyobobook.co.kr/detail/S000220004645,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791155819326.jpg,,NEW
2026-09-19 12:31,69,"AI, 신의 탄생 인간의 종말",엘리에저 유드코스키 외,상상스퀘어,https://product.kyobobook.co.kr/detail/S000219568490,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791124248256.jpg,49,↓20
2026-09-19 12:31,70,"돈, 뜨겁게 사랑하고 차갑게 다루어라",앙드레 코스톨라니,미래의창,https://product.kyobobook.co.kr/detail/S000209182287,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791192519883.jpg,51,↓19
2026-09-19 12:31,71,데뷔 못 하면 죽는 병 걸림 5부 굿즈박스 세트(한정판),백덕수,위시북스,https://product.kyobobook.co.kr/detail/S000221062041,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791141548612.jpg,,NEW
2026-09-19 12:31,72,이해원 N제 트렌드(Trend) 수학1+수학2(2026)(2027 수능대비),이해원 외,시대인재북스,https://product.kyobobook.co.kr/detail/S000221327578,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791176231756.jpg,64,↓8
2026-09-19 12:31,73,타키 포오 코믹 어드벤처 12,캐릭온TV,대원키즈,https://product.kyobobook.co.kr/detail/S000221328400,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791142362590.jpg,65,↓8
2026-09-19 12:31,74,가브리엘의 왕초보 영어회화,Thomas Gabrielle Allanta,상상스퀘어,https://product.kyobobook.co.kr/detail/S000221281513,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791124248560.jpg,84,↑10
2026-09-19 12:31,75,2027 해커스경찰 신동욱 경찰헌법 기본서,신동욱,해커스공무원,https://product.kyobobook.co.kr/detail/S000221280419,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791176448673.jpg,85,↑10
2026-09-19 12:31,76,"흔들리는 나에게, 고전이 말했다",오평선,이너북,https://product.kyobobook.co.kr/detail/S000220781252,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194697428.jpg,66,↓10
2026-09-19 12:31,77,소설 보다: 가을 2026,박우연 외,문학과지성사,https://product.kyobobook.co.kr/detail/S000221191898,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788932045726.jpg,67,↓10
2026-09-19 12:31,78,난치에서 완치로,문형철 외,건생병사북스,https://product.kyobobook.co.kr/detail/S000221367583,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791122022803.jpg,46,↓32
2026-09-19 12:31,79,미래를 바꿀 7개의 메가트렌드에 올라타라,테크피드,토네이도,https://product.kyobobook.co.kr/detail/S000221109750,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791158513665.jpg,68,↓11
2026-09-19 12:31,80,기출픽 고등 역학과 에너지(2027),장인수 외,비상교육,https://product.kyobobook.co.kr/detail/S000221247741,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791175909373.jpg,,NEW
2026-09-19 12:31,81,찌니주의보,정지아,창비,https://product.kyobobook.co.kr/detail/S000220806975,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788936439996.jpg,92,↑11
2026-09-19 12:31,82,마음의 어휘력,조아란 외,페이지2북스,https://product.kyobobook.co.kr/detail/S000220636999,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791169852180.jpg,,NEW
2026-09-19 12:31,83,투명한 나선,히가시노 게이고,북다,https://product.kyobobook.co.kr/detail/S000220515357,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791170614043.jpg,,NEW
2026-09-19 12:31,84,박곰희 연금 부자 수업,박곰희,인플루엔셜,https://product.kyobobook.co.kr/detail/S000216900602,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791168342941.jpg,,NEW
2026-09-19 12:31,85,위버멘쉬,프리드리히 니체,떠오름(RISE),https://product.kyobobook.co.kr/detail/S000215877577,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791192372730.jpg,,NEW
2026-09-19 12:31,86,데일 카네기 인간관계론(50만부 돌파 초판 무삭제 완역본),데일 카네기,현대지성,https://product.kyobobook.co.kr/detail/S000001897788,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791187142560.jpg,61,↓25
2026-09-19 12:31,87,그리스인 조르바,니코스 카잔차키스,열린책들,https://product.kyobobook.co.kr/detail/S000000581291,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788932909349.jpg,78,↓9
2026-09-19 12:31,88,데미안,헤르만 헤세,민음사,https://product.kyobobook.co.kr/detail/S000000620181,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937460449.jpg,79,↓9
2026-09-19 12:31,89,불 꺼진 자리 별과 당신의 밤,장우열,꿈공장플러스,https://product.kyobobook.co.kr/detail/S000221353592,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791124181232.jpg,80,↓9
2026-09-19 12:31,90,부의 영혼,대니얼 크로스비,알레,https://product.kyobobook.co.kr/detail/S000221248745,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791141189570.jpg,,NEW
2026-09-19 12:31,91,이해원 수학 모의고사 시즌3 3회분(2026)(2027 수능대비),이해원 외,시대인재북스,https://product.kyobobook.co.kr/detail/S000221263855,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791176231749.jpg,82,↓9
2026-09-19 12:31,92,2026 최신 2.5개년 대법원 민사판례 총정리,정연석,정독,https://product.kyobobook.co.kr/detail/S000221329756,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791168585478.jpg,81,↓11
2026-09-19 12:31,93,용기를 찾아서,란자이 굴라티,서삼독,https://product.kyobobook.co.kr/detail/S000221104864,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193904817.jpg,89,↓4
2026-09-19 12:31,94,흔한남매 과학 탐험대 18: 물질의 특성,흔한남매,주니어김영사,https://product.kyobobook.co.kr/detail/S000221046298,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791173327636.jpg,,NEW
2026-09-19 12:31,95,감정을 읽는 사람은 다르게 말한다,비치키,교보문고,https://product.kyobobook.co.kr/detail/S000221031963,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791170614142.jpg,90,↓5
2026-09-19 12:31,96,아메리칸 서바이벌,올리버 샨 그랜트 외,21세기북스,https://product.kyobobook.co.kr/detail/S000220662389,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791176612500.jpg,,NEW
2026-09-19 12:31,97,어떻게 살아낼 것인가,짐 콜린스,필름(Feelm),https://product.kyobobook.co.kr/detail/S000220500994,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791124468272.jpg,,NEW
2026-09-19 12:31,98,노화는 어디까지 늦출 수 있는가,요시모리 다모쓰,이너북,https://product.kyobobook.co.kr/detail/S000220457898,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194697411.jpg,,NEW
